_id,UNIT_NO,YEAR,MAKE,MODEL,Specialized units,REF_USING_DIV,Utilization
2018,065172,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2019,065173,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2020,065174,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2021,065175,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2022,065176,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2023,065177,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2024,065178,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2025,065179,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2026,065180,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2027,065181,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2028,065182,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2029,065183,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2030,065184,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2031,065185,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2032,065186,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2033,065187,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2034,065188,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2035,065189,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2036,065190,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2037,065191,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2038,065192,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2039,065193,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2040,065194,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2041,065195,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2042,065196,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2043,065197,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2044,065198,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2045,065199,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2046,065200,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2047,065201,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2048,065216,2024,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2049,067062,2019,FORD,F250 4X4,Yes,TRANSPORTATION SERVICES,Not Underutilized
2050,067063,2019,FORD,F250 4X4,Yes,TRANSPORTATION SERVICES,Not Underutilized
2051,067064,2019,FORD,F250 4X4,Yes,TRANSPORTATION SERVICES,Not Underutilized
2052,067065,2019,FORD,F250 4X4,Yes,TRANSPORTATION SERVICES,Not Underutilized
2053,067066,2019,FORD,F250 4X4,Yes,TRANSPORTATION SERVICES,Not Underutilized
2054,067067,2019,FORD,F250 4X4,Yes,TRANSPORTATION SERVICES,Not Underutilized
2055,067070,2019,DODGE,RAM 2500,No,TRANSPORTATION SERVICES,Not Underutilized
2056,067078,2020,CHEVROLET,SILVERADO 2500,Yes,TRANSPORTATION SERVICES,Underutilized
2057,067079,2020,CHEVROLET,SILVERADO 2500,Yes,TRANSPORTATION SERVICES,Not Underutilized
2058,067116,2024,DODGE,RAM 2500,Yes,TRANSPORTATION SERVICES,Not Underutilized
2059,067135,2024,DODGE,RAM 2500,Yes,TRANSPORTATION SERVICES,Not Underutilized
2060,067136,2024,DODGE,RAM 2500,No,TRANSPORTATION SERVICES,Not Underutilized
2061,067137,2024,DODGE,RAM 2500,No,TRANSPORTATION SERVICES,Not Underutilized
2062,067138,2024,DODGE,RAM 2500,No,TRANSPORTATION SERVICES,Not Underutilized
2063,067139,2024,DODGE,RAM 2500,Yes,TRANSPORTATION SERVICES,Not Underutilized
2064,067140,2024,DODGE,RAM 2500,No,TRANSPORTATION SERVICES,Not Underutilized
2065,067141,2024,DODGE,RAM 2500,Yes,TRANSPORTATION SERVICES,Not Underutilized
2066,067142,2023,DODGE,RAM 2500,Yes,TRANSPORTATION SERVICES,Not Underutilized
2067,067170,2024,DODGE,RAM 2500,No,TRANSPORTATION SERVICES,Not Underutilized
2068,067248,2025,DODGE,RAM 2500,No,TRANSPORTATION SERVICES,Not Underutilized
2069,067252,2025,DODGE,RAM 2500,No,TRANSPORTATION SERVICES,Not Underutilized
2070,067254,2025,DODGE,RAM 2500,No,TRANSPORTATION SERVICES,Not Underutilized
2071,067259,2025,DODGE,RAM 2500,No,TRANSPORTATION SERVICES,Not Underutilized
2072,094104,2019,FORD,TRANSIT CONN,No,TRANSPORTATION SERVICES,Not Underutilized
2073,094105,2019,FORD,TRANSIT CONN,No,TRANSPORTATION SERVICES,Not Underutilized
2074,094106,2019,FORD,TRANSIT CONN,No,TRANSPORTATION SERVICES,Not Underutilized
2075,094108,2019,FORD,TRANSIT CONN,No,TRANSPORTATION SERVICES,Not Underutilized
2076,094109,2019,FORD,TRANSIT CONN,No,TRANSPORTATION SERVICES,Not Underutilized
2077,094110,2019,FORD,TRANSIT CONN,No,TRANSPORTATION SERVICES,Not Underutilized
2078,094111,2019,FORD,TRANSIT CONN,No,TRANSPORTATION SERVICES,Not Underutilized
2079,094112,2019,FORD,TRANSIT CONN,No,TRANSPORTATION SERVICES,Not Underutilized
2080,094113,2019,FORD,TRANSIT CONN,No,TRANSPORTATION SERVICES,Not Underutilized
2081,094114,2019,FORD,TRANSIT CONN,No,TRANSPORTATION SERVICES,Not Underutilized
2082,094124,2020,FORD,TRANSIT CONN,No,TRANSPORTATION SERVICES,Not Underutilized
2083,095165,2020,FORD,TRANSIT CONN,Yes,TRANSPORTATION SERVICES,Underutilized
2084,095171,2020,FORD,TRANSIT CONN,Yes,TRANSPORTATION SERVICES,Underutilized
2085,111071,2017,FORD,TRANSIT 150,Yes,TRANSPORTATION SERVICES,Underutilized
2086,115026,2019,FORD,TRANSIT 350,Yes,TRANSPORTATION SERVICES,Not Underutilized
