_id,UNIT_NO,YEAR,MAKE,MODEL,Specialized units,REF_USING_DIV,Utilization
846,112549,2024,FORD,TRANSIT 250,Yes,PARKS & RECREATION,Not Underutilized
847,112550,2024,FORD,TRANSIT 250,Yes,PARKS & RECREATION,Not Underutilized
848,113052,2018,FORD,TRANSIT 250,Yes,PARKS & RECREATION,Not Underutilized
849,113084,2023,FORD,TRANSIT 250,Yes,PARKS & RECREATION,Not Underutilized
850,113085,2023,FORD,TRANSIT 350,Yes,PARKS & RECREATION,Not Underutilized
851,113090,2024,FORD,TRANSIT 250,Yes,PARKS & RECREATION,Not Underutilized
852,113091,2024,FORD,TRANSIT 250,Yes,PARKS & RECREATION,Not Underutilized
853,113092,2024,FORD,TRANSIT 250,Yes,PARKS & RECREATION,Not Underutilized
854,113093,2024,FORD,TRANSIT 250,Yes,PARKS & RECREATION,Not Underutilized
855,113094,2024,FORD,TRANSIT 250,Yes,PARKS & RECREATION,Not Underutilized
856,113095,2024,FORD,TRANSIT 250,No,PARKS & RECREATION,Not Underutilized
857,114033,2015,FORD,TRANSIT 350,Yes,PARKS & RECREATION,Not Underutilized
858,114035,2015,FORD,TRANSIT 350,Yes,PARKS & RECREATION,Not Underutilized
859,114040,2017,FORD,TRANSIT 350,Yes,PARKS & RECREATION,Not Underutilized
860,114078,2026,FORD,TRANSIT 350 ELEC,No,PARKS & RECREATION,Not Underutilized
861,114079,2026,FORD,TRANSIT 350 ELEC,No,PARKS & RECREATION,Not Underutilized
862,114080,2026,FORD,TRANSIT 350 ELEC,No,PARKS & RECREATION,Not Underutilized
863,114081,2026,FORD,TRANSIT 350 ELEC,No,PARKS & RECREATION,Not Underutilized
864,115016,2017,FORD,TRANSIT 350,Yes,PARKS & RECREATION,Not Underutilized
865,115017,2017,FORD,TRANSIT 350,Yes,PARKS & RECREATION,Not Underutilized
866,115018,2017,FORD,TRANSIT 350,Yes,PARKS & RECREATION,Not Underutilized
867,115019,2017,FORD,TRANSIT 350,Yes,PARKS & RECREATION,Not Underutilized
868,115020,2017,FORD,TRANSIT 350,Yes,PARKS & RECREATION,Not Underutilized
869,115023,2019,FORD,TRANSIT 350,Yes,PARKS & RECREATION,Not Underutilized
870,115045,2023,FORD,TRANSIT 350 ELEC,Yes,PARKS & RECREATION,Not Underutilized
871,115046,2024,FORD,TRANSIT 350 ELEC,No,PARKS & RECREATION,Not Underutilized
872,115047,2023,FORD,TRANSIT 350 ELEC,Yes,PARKS & RECREATION,Not Underutilized
873,115048,2023,FORD,TRANSIT 350 ELEC,No,PARKS & RECREATION,Underutilized
874,115049,2023,FORD,TRANSIT 350 ELEC,No,PARKS & RECREATION,Not Underutilized
875,115050,2023,FORD,TRANSIT 350 ELEC,Yes,PARKS & RECREATION,Underutilized
876,115059,2024,FORD,TRANSIT 250,No,PARKS & RECREATION,Not Underutilized
877,115060,2024,FORD,TRANSIT 350,Yes,PARKS & RECREATION,Not Underutilized
878,115061,2024,FORD,TRANSIT 250,No,PARKS & RECREATION,Not Underutilized
879,115062,2024,FORD,TRANSIT 350,Yes,PARKS & RECREATION,Not Underutilized
880,115065,2024,FORD,TRANSIT 350 ELEC,Yes,PARKS & RECREATION,Not Underutilized
881,115066,2026,FORD,TRANSIT 350 ELEC,No,PARKS & RECREATION,Not Underutilized
882,115067,2026,FORD,TRANSIT 350 ELEC,No,PARKS & RECREATION,Not Underutilized
883,115068,2026,FORD,TRANSIT 350 ELEC,No,PARKS & RECREATION,Not Underutilized
884,115069,2026,FORD,TRANSIT 350 ELEC,No,PARKS & RECREATION,Not Underutilized
885,115070,2026,FORD,TRANSIT 350 ELEC,No,PARKS & RECREATION,Not Underutilized
886,115071,2026,FORD,TRANSIT 350 ELEC,No,PARKS & RECREATION,Not Underutilized
887,115072,2026,FORD,TRANSIT 350 ELEC,No,PARKS & RECREATION,Not Underutilized
888,115079,2026,FORD,TRANSIT 350 ELEC,No,PARKS & RECREATION,Not Underutilized
889,115080,2026,FORD,TRANSIT 350 ELEC,No,PARKS & RECREATION,Not Underutilized
890,127008,2012,FORD,350XL,Yes,PARKS & RECREATION,Not Underutilized
891,127011,2020,FORD,TRANSIT 150,Yes,PARKS & RECREATION,Not Underutilized
892,135142,2010,FORD,E350,Yes,PARKS & RECREATION,Not Underutilized
893,135169,2019,FORD,TRANSIT 350,Yes,PARKS & RECREATION,Not Underutilized
894,201005,2013,FORD,E350,Yes,PARKS & RECREATION,Not Underutilized
895,201006,2013,FORD,E350,Yes,PARKS & RECREATION,Not Underutilized
896,094137,2022,FORD,TRANSIT CONN,No,"POLICY, PLANNING, FIN. & ADMIN",Not Underutilized
897,094118,2019,CHRYSLER,GRAND CARAVAN,No,PUBLIC HEALTH,Not Underutilized
898,094127,2019,CHRYSLER,GRAND CARAVAN,No,PUBLIC HEALTH,Not Underutilized
899,094139,2022,CHRYSLER,PACIFICA,No,PUBLIC HEALTH,Not Underutilized
900,094145,2024,CHRYSLER,PACIFICA,No,PUBLIC HEALTH,Not Underutilized
901,095141,2017,FORD,TRANSIT CONN,Yes,PUBLIC HEALTH,Not Underutilized
902,095142,2017,FORD,TRANSIT CONN,Yes,PUBLIC HEALTH,Not Underutilized
903,095162,2019,FORD,TRANSIT CONN,Yes,PUBLIC HEALTH,Not Underutilized
904,112348,2013,MERCEDES,SPRINTER2500,Yes,PUBLIC HEALTH,Underutilized
905,041148,2013,FORD,ESCAPE,No,PURCHASING & MATERIALS MGMT,Underutilized
906,041169,2014,FORD,ESCAPE,No,PURCHASING & MATERIALS MGMT,Underutilized
907,003299,2020,CHEVROLET,BOLT EV,No,"SHELTER, SUP., & HOUSING ADMIN",Not Underutilized
908,003300,2020,CHEVROLET,BOLT EV,No,"SHELTER, SUP., & HOUSING ADMIN",Underutilized
909,006031,2013,TOYOTA,CAMRY HYB,No,"SHELTER, SUP., & HOUSING ADMIN",Not Underutilized
910,041339,2020,CHEVROLET,EQUINOX,No,"SHELTER, SUP., & HOUSING ADMIN",Not Underutilized
911,041349,2020,CHEVROLET,EQUINOX,No,"SHELTER, SUP., & HOUSING ADMIN",Not Underutilized
912,041441,2022,CHEVROLET,EQUINOX,No,"SHELTER, SUP., & HOUSING ADMIN",Not Underutilized
913,046049,2024,FORD,MAVERICK,No,"SHELTER, SUP., & HOUSING ADMIN",Not Underutilized
914,046050,2024,FORD,MAVERICK,No,"SHELTER, SUP., & HOUSING ADMIN",Not Underutilized
915,046051,2024,FORD,MAVERICK,No,"SHELTER, SUP., & HOUSING ADMIN",Not Underutilized
916,046052,2024,FORD,MAVERICK,No,"SHELTER, SUP., & HOUSING ADMIN",Not Underutilized
917,046053,2024,FORD,MAVERICK,No,"SHELTER, SUP., & HOUSING ADMIN",Not Underutilized
918,046054,2024,FORD,MAVERICK,No,"SHELTER, SUP., & HOUSING ADMIN",Not Underutilized
919,050021,2014,DODGE,RAM 1500,No,"SHELTER, SUP., & HOUSING ADMIN",Not Underutilized
920,094092,2015,DODGE,GRAND CARAVA,No,"SHELTER, SUP., & HOUSING ADMIN",Not Underutilized
921,094094,2015,DODGE,GRAND CARAVA,No,"SHELTER, SUP., & HOUSING ADMIN",Not Underutilized
922,094126,2019,CHRYSLER,GRAND CARAVAN,No,"SHELTER, SUP., & HOUSING ADMIN",Not Underutilized
923,094141,2022,CHRYSLER,PACIFICA,No,"SHELTER, SUP., & HOUSING ADMIN",Not Underutilized
924,094142,2022,CHRYSLER,PACIFICA,No,"SHELTER, SUP., & HOUSING ADMIN",Not Underutilized
925,094143,2022,CHRYSLER,PACIFICA,No,"SHELTER, SUP., & HOUSING ADMIN",Not Underutilized
926,094144,2022,CHRYSLER,PACIFICA,No,"SHELTER, SUP., & HOUSING ADMIN",Not Underutilized
927,098001,2015,MV-1,DX,Yes,"SHELTER, SUP., & HOUSING ADMIN",Not Underutilized
928,112347,2013,MERCEDES,SPRINTER2500,Yes,"SHELTER, SUP., & HOUSING ADMIN",Not Underutilized
929,114090,2026,FORD,TRANSIT 350 ELEC,No,"SHELTER, SUP., & HOUSING ADMIN",Not Underutilized
930,114091,2026,FORD,TRANSIT 350 ELEC,No,"SHELTER, SUP., & HOUSING ADMIN",Not Underutilized
931,114092,2026,FORD,TRANSIT 350 ELEC,No,"SHELTER, SUP., & HOUSING ADMIN",Not Underutilized
932,001066,2016,NISSAN,VERSA NOTE,No,SOLID WASTE MANAGEMENT,Not Underutilized
933,001076,2016,NISSAN,VERSA NOTE,No,SOLID WASTE MANAGEMENT,Not Underutilized
934,001093,2016,NISSAN,VERSA NOTE,No,SOLID WASTE MANAGEMENT,Not Underutilized
935,001097,2016,NISSAN,VERSA NOTE,No,SOLID WASTE MANAGEMENT,Not Underutilized
936,003136,2012,TOYOTA,PRIUS C,No,SOLID WASTE MANAGEMENT,Not Underutilized
937,003139,2012,TOYOTA,PRIUS C,No,SOLID WASTE MANAGEMENT,Not Underutilized
938,003233,2019,CHEVROLET,BOLT EV,No,SOLID WASTE MANAGEMENT,Not Underutilized
939,003234,2019,CHEVROLET,BOLT EV,No,SOLID WASTE MANAGEMENT,Not Underutilized
940,003236,2019,CHEVROLET,MALIBU HYBRI,No,SOLID WASTE MANAGEMENT,Not Underutilized
941,003240,2019,CHEVROLET,VOLT,No,SOLID WASTE MANAGEMENT,Not Underutilized
942,003241,2019,CHEVROLET,VOLT,No,SOLID WASTE MANAGEMENT,Not Underutilized
943,003253,2020,CHEVROLET,BOLT EV,No,SOLID WASTE MANAGEMENT,Not Underutilized
944,003254,2020,CHEVROLET,BOLT EV,No,SOLID WASTE MANAGEMENT,Not Underutilized
945,003255,2020,CHEVROLET,BOLT EV,No,SOLID WASTE MANAGEMENT,Not Underutilized
946,003256,2020,CHEVROLET,BOLT EV,No,SOLID WASTE MANAGEMENT,Not Underutilized
947,003319,2020,CHEVROLET,BOLT EV,No,SOLID WASTE MANAGEMENT,Not Underutilized
948,003320,2020,CHEVROLET,BOLT EV,No,SOLID WASTE MANAGEMENT,Not Underutilized
949,006027,2013,TOYOTA,CAMRY HYB,No,SOLID WASTE MANAGEMENT,Not Underutilized
950,006028,2013,TOYOTA,CAMRY HYB,No,SOLID WASTE MANAGEMENT,Not Underutilized
951,041174,2016,FORD,ESCAPE,No,SOLID WASTE MANAGEMENT,Not Underutilized
952,041175,2016,FORD,ESCAPE,No,SOLID WASTE MANAGEMENT,Not Underutilized
953,041179,2016,FORD,ESCAPE,No,SOLID WASTE MANAGEMENT,Not Underutilized
954,041180,2016,FORD,ESCAPE,No,SOLID WASTE MANAGEMENT,Not Underutilized
955,041269,2018,FORD,ESCAPE,No,SOLID WASTE MANAGEMENT,Not Underutilized
956,041270,2018,FORD,ESCAPE,No,SOLID WASTE MANAGEMENT,Not Underutilized
957,041274,2018,FORD,ESCAPE,No,SOLID WASTE MANAGEMENT,Not Underutilized
958,041289,2018,FORD,ESCAPE,No,SOLID WASTE MANAGEMENT,Not Underutilized
959,041290,2018,FORD,ESCAPE,No,SOLID WASTE MANAGEMENT,Not Underutilized
960,041291,2018,FORD,ESCAPE,No,SOLID WASTE MANAGEMENT,Not Underutilized
961,041292,2018,FORD,ESCAPE,No,SOLID WASTE MANAGEMENT,Not Underutilized
962,041293,2018,FORD,ESCAPE,No,SOLID WASTE MANAGEMENT,Not Underutilized
963,041324,2020,CHEVROLET,EQUINOX,No,SOLID WASTE MANAGEMENT,Not Underutilized
964,041325,2020,CHEVROLET,EQUINOX,No,SOLID WASTE MANAGEMENT,Not Underutilized
965,041326,2020,CHEVROLET,EQUINOX,No,SOLID WASTE MANAGEMENT,Not Underutilized
966,041327,2020,CHEVROLET,EQUINOX,No,SOLID WASTE MANAGEMENT,Not Underutilized
967,041328,2020,CHEVROLET,EQUINOX,No,SOLID WASTE MANAGEMENT,Not Underutilized
968,041329,2020,CHEVROLET,EQUINOX,No,SOLID WASTE MANAGEMENT,Not Underutilized
969,041402,2021,CHEVROLET,EQUINOX,No,SOLID WASTE MANAGEMENT,Not Underutilized
970,041423,2022,CHEVROLET,EQUINOX,No,SOLID WASTE MANAGEMENT,Not Underutilized
971,041453,2022,CHEVROLET,EQUINOX,No,SOLID WASTE MANAGEMENT,Not Underutilized
972,041486,2024,FORD,ESCAPE HYBRI,No,SOLID WASTE MANAGEMENT,Not Underutilized
973,041536,2025,CHEVROLET,EQUINOX EV,No,SOLID WASTE MANAGEMENT,Not Underutilized
974,041537,2025,CHEVROLET,EQUINOX EV,No,SOLID WASTE MANAGEMENT,Not Underutilized
975,041538,2025,CHEVROLET,EQUINOX EV,No,SOLID WASTE MANAGEMENT,Not Underutilized
976,041539,2025,CHEVROLET,EQUINOX EV,No,SOLID WASTE MANAGEMENT,Not Underutilized
977,041540,2025,CHEVROLET,EQUINOX EV,No,SOLID WASTE MANAGEMENT,Not Underutilized
978,041541,2025,CHEVROLET,EQUINOX EV,No,SOLID WASTE MANAGEMENT,Not Underutilized
979,041542,2024,CHEVROLET,EQUINOX EV,No,SOLID WASTE MANAGEMENT,Not Underutilized
980,044095,2020,DODGE,RAM 1500 (TRADESMAN),No,SOLID WASTE MANAGEMENT,Not Underutilized
981,044096,2020,DODGE,RAM 1500 (TRADESMAN),No,SOLID WASTE MANAGEMENT,Not Underutilized
982,044097,2020,DODGE,RAM 1500 (TRADESMAN),No,SOLID WASTE MANAGEMENT,Not Underutilized
983,045147,2019,DODGE,RAM 1500 (TRADESMAN),No,SOLID WASTE MANAGEMENT,Not Underutilized
984,045148,2019,DODGE,RAM 1500 (TRADESMAN),Yes,SOLID WASTE MANAGEMENT,Not Underutilized
985,045149,2019,DODGE,RAM 1500 (TRADESMAN),No,SOLID WASTE MANAGEMENT,Not Underutilized
986,045175,2020,DODGE,RAM 1500 (TRADESMAN),No,SOLID WASTE MANAGEMENT,Not Underutilized
987,045176,2020,DODGE,RAM 1500 (TRADESMAN),No,SOLID WASTE MANAGEMENT,Not Underutilized
988,045177,2020,DODGE,RAM 1500 (TRADESMAN),No,SOLID WASTE MANAGEMENT,Not Underutilized
989,045201,2022,DODGE,RAM 1500 (TRADESMAN),Yes,SOLID WASTE MANAGEMENT,Not Underutilized
990,046025,2022,CHEVROLET,COLORADO,No,SOLID WASTE MANAGEMENT,Not Underutilized
991,048049,2018,DODGE,RAM 1500,No,SOLID WASTE MANAGEMENT,Not Underutilized
992,048053,2020,DODGE,RAM 1500 (TRADESMAN),No,SOLID WASTE MANAGEMENT,Not Underutilized
993,050072,2019,DODGE,RAM 1500 (TRADESMAN),Yes,SOLID WASTE MANAGEMENT,Not Underutilized
994,050073,2019,DODGE,RAM 1500 (TRADESMAN),Yes,SOLID WASTE MANAGEMENT,Not Underutilized
995,050074,2019,DODGE,RAM 1500 (TRADESMAN),Yes,SOLID WASTE MANAGEMENT,Not Underutilized
996,050075,2019,DODGE,RAM 1500 (TRADESMAN),Yes,SOLID WASTE MANAGEMENT,Not Underutilized
997,050076,2019,DODGE,RAM 1500 (TRADESMAN),Yes,SOLID WASTE MANAGEMENT,Not Underutilized
998,050077,2019,DODGE,RAM 1500 (TRADESMAN),Yes,SOLID WASTE MANAGEMENT,Not Underutilized
999,050078,2019,DODGE,RAM 1500 (TRADESMAN),Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1000,050079,2019,DODGE,RAM 1500 (TRADESMAN),Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1001,050080,2019,DODGE,RAM 1500 (TRADESMAN),Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1002,050081,2019,DODGE,RAM 1500 (TRADESMAN),Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1003,050093,2020,DODGE,RAM 1500 (TRADESMAN),No,SOLID WASTE MANAGEMENT,Not Underutilized
1004,050117,2020,DODGE,RAM 1500 (TRADESMAN),No,SOLID WASTE MANAGEMENT,Not Underutilized
1005,050164,2022,DODGE,RAM 1500,No,SOLID WASTE MANAGEMENT,Not Underutilized
1006,050165,2022,DODGE,RAM 1500,No,SOLID WASTE MANAGEMENT,Not Underutilized
1007,050166,2022,DODGE,RAM 1500,No,SOLID WASTE MANAGEMENT,Not Underutilized
1008,050167,2022,DODGE,RAM 1500,No,SOLID WASTE MANAGEMENT,Not Underutilized
1009,050168,2022,DODGE,RAM 1500,No,SOLID WASTE MANAGEMENT,Not Underutilized
1010,050169,2022,DODGE,RAM 1500,No,SOLID WASTE MANAGEMENT,Not Underutilized
1011,050170,2022,DODGE,RAM 1500,No,SOLID WASTE MANAGEMENT,Not Underutilized
1012,050174,2022,DODGE,RAM 1500,No,SOLID WASTE MANAGEMENT,Not Underutilized
1013,050176,2023,FORD,F150 LIGHTNING,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1014,050178,2023,FORD,F150 LIGHTNING,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1015,050187,2023,CHEVROLET,1500,No,SOLID WASTE MANAGEMENT,Not Underutilized
1016,050188,2023,CHEVROLET,1500,No,SOLID WASTE MANAGEMENT,Not Underutilized
1017,050189,2023,CHEVROLET,1500,No,SOLID WASTE MANAGEMENT,Not Underutilized
1018,050190,2023,CHEVROLET,1500,No,SOLID WASTE MANAGEMENT,Not Underutilized
1019,050264,2024,CHEVROLET,SILVERADO EV,No,SOLID WASTE MANAGEMENT,Not Underutilized
1020,050268,2025,CHEVROLET,SILVERADO EV,No,SOLID WASTE MANAGEMENT,Not Underutilized
1021,050269,2025,CHEVROLET,SILVERADO EV,No,SOLID WASTE MANAGEMENT,Not Underutilized
1022,050270,2025,CHEVROLET,SILVERADO EV,No,SOLID WASTE MANAGEMENT,Not Underutilized
1023,050271,2025,CHEVROLET,SILVERADO EV,No,SOLID WASTE MANAGEMENT,Not Underutilized
1024,050272,2025,CHEVROLET,SILVERADO EV,No,SOLID WASTE MANAGEMENT,Not Underutilized
1025,050273,2025,CHEVROLET,SILVERADO EV,No,SOLID WASTE MANAGEMENT,Not Underutilized
1026,050274,2025,CHEVROLET,SILVERADO EV,No,SOLID WASTE MANAGEMENT,Not Underutilized
1027,050286,2024,FORD,F150 XL,No,SOLID WASTE MANAGEMENT,Not Underutilized
1028,050287,2024,FORD,F150 XL,No,SOLID WASTE MANAGEMENT,Not Underutilized
1029,050288,2024,FORD,F150,No,SOLID WASTE MANAGEMENT,Not Underutilized
1030,050294,2024,CHEVROLET,1500,No,SOLID WASTE MANAGEMENT,Not Underutilized
1031,051022,2021,CHEVROLET,COLORADO,No,SOLID WASTE MANAGEMENT,Not Underutilized
1032,051023,2021,CHEVROLET,COLORADO,No,SOLID WASTE MANAGEMENT,Not Underutilized
1033,062098,2019,FORD,F250,No,SOLID WASTE MANAGEMENT,Not Underutilized
1034,063087,2019,FORD,F250,No,SOLID WASTE MANAGEMENT,Not Underutilized
1035,063089,2019,FORD,F250,No,SOLID WASTE MANAGEMENT,Not Underutilized
1036,063094,2019,FORD,F250,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1037,063095,2019,FORD,F250,No,SOLID WASTE MANAGEMENT,Not Underutilized
1038,064162,2016,FORD,F250,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1039,064163,2016,FORD,F250,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1040,065144,2020,CHEVROLET,SILVERADO 2500,No,SOLID WASTE MANAGEMENT,Not Underutilized
1041,067092,2020,CHEVROLET,SILVERADO 2500,No,SOLID WASTE MANAGEMENT,Not Underutilized
1042,067093,2020,CHEVROLET,SILVERADO 2500,No,SOLID WASTE MANAGEMENT,Not Underutilized
1043,067151,2023,DODGE,RAM 2500,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1044,067152,2023,DODGE,RAM 2500,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1045,067153,2023,DODGE,RAM 2500,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1046,067154,2023,DODGE,RAM 2500,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1047,067155,2023,DODGE,RAM 2500,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1048,067156,2023,DODGE,RAM 2500,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1049,067157,2023,DODGE,RAM 2500,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1050,067158,2023,DODGE,RAM 2500,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1051,067169,2023,DODGE,RAM 2500,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1052,067224,2024,DODGE,RAM 2500,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1053,067225,2024,DODGE,RAM 2500,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1054,067226,2024,DODGE,RAM 2500,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1055,067227,2024,DODGE,RAM 2500,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1056,067228,2024,DODGE,RAM 2500,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1057,067229,2024,DODGE,RAM 2500,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1058,067230,2024,DODGE,RAM 2500,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1059,067231,2024,DODGE,RAM 2500,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1060,067232,2024,DODGE,RAM 2500,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1061,067233,2024,DODGE,RAM 2500,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1062,067234,2024,DODGE,RAM 2500,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1063,067235,2024,DODGE,RAM 2500,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1064,067236,2024,DODGE,RAM 2500,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1065,094102,2018,DODGE,CARAVAN,No,SOLID WASTE MANAGEMENT,Not Underutilized
1066,094103,2018,DODGE,CARAVAN,No,SOLID WASTE MANAGEMENT,Not Underutilized
1067,112405,2017,FORD,TRANSIT 250,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1068,112422,2018,FORD,TRANSIT 250,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1069,112423,2018,FORD,TRANSIT 250,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1070,112444,2019,FORD,TRANSIT 250,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1071,112445,2019,FORD,TRANSIT 250,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1072,112446,2019,FORD,TRANSIT 250,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1073,112447,2019,FORD,TRANSIT 250,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1074,112448,2019,FORD,TRANSIT 250,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1075,112449,2019,FORD,TRANSIT 250,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1076,112450,2019,FORD,TRANSIT 250,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1077,112451,2019,FORD,TRANSIT 250,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1078,112452,2019,FORD,TRANSIT 250,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1079,112453,2019,FORD,TRANSIT 250,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1080,112454,2019,FORD,TRANSIT 250,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1081,112482,2019,FORD,TRANSIT 250,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1082,112483,2019,FORD,TRANSIT 250,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1083,112484,2019,FORD,TRANSIT 250,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1084,112485,2020,FORD,TRANSIT 250,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1085,112486,2020,FORD,TRANSIT 250,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1086,113067,2023,FORD,TRANSIT 250,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1087,115022,2019,FORD,TRANSIT 350,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1088,127015,2024,FORD,TRANSIT 350,Yes,SOLID WASTE MANAGEMENT,Not Underutilized
1089,001055,2015,TOYOTA,YARIS,No,TORONTO BUILDING,Not Underutilized
1090,001056,2015,TOYOTA,YARIS,No,TORONTO BUILDING,Not Underutilized
1091,001057,2015,TOYOTA,YARIS,No,TORONTO BUILDING,Not Underutilized
1092,001058,2015,TOYOTA,YARIS,No,TORONTO BUILDING,Not Underutilized
1093,001059,2015,TOYOTA,YARIS,No,TORONTO BUILDING,Not Underutilized
1094,001060,2015,TOYOTA,YARIS,No,TORONTO BUILDING,Not Underutilized
1095,001061,2015,TOYOTA,YARIS,No,TORONTO BUILDING,Not Underutilized
1096,001069,2016,NISSAN,VERSA NOTE,No,TORONTO BUILDING,Not Underutilized
1097,001070,2016,NISSAN,VERSA NOTE,No,TORONTO BUILDING,Not Underutilized
1098,001102,2017,NISSAN,VERSA NOTE,No,TORONTO BUILDING,Not Underutilized
1099,001103,2017,NISSAN,VERSA NOTE,No,TORONTO BUILDING,Not Underutilized
1100,001104,2017,NISSAN,VERSA NOTE,No,TORONTO BUILDING,Not Underutilized
1101,001105,2017,NISSAN,VERSA NOTE,No,TORONTO BUILDING,Not Underutilized
1102,001106,2017,NISSAN,VERSA NOTE,No,TORONTO BUILDING,Not Underutilized
1103,001107,2017,NISSAN,VERSA NOTE,No,TORONTO BUILDING,Not Underutilized
1104,001111,2017,NISSAN,VERSA NOTE,No,TORONTO BUILDING,Not Underutilized
1105,001129,2017,NISSAN,VERSA NOTE,No,TORONTO BUILDING,Not Underutilized
1106,001133,2020,CHEVROLET,SPARK LS,No,TORONTO BUILDING,Not Underutilized
1107,001135,2020,CHEVROLET,SPARK LS,No,TORONTO BUILDING,Not Underutilized
1108,001136,2020,CHEVROLET,SPARK LS,No,TORONTO BUILDING,Not Underutilized
1109,001137,2020,CHEVROLET,SPARK LS,No,TORONTO BUILDING,Not Underutilized
1110,001139,2020,CHEVROLET,SPARK LS,No,TORONTO BUILDING,Not Underutilized
1111,001140,2020,CHEVROLET,SPARK LS,No,TORONTO BUILDING,Not Underutilized
1112,020041,2019,CHEVROLET,CRUZE,No,TORONTO BUILDING,Not Underutilized
1113,001099,2016,NISSAN,VERSA NOTE,No,TORONTO HOUSING COMPANY,Underutilized
1114,001145,2020,CHEVROLET,SPARK LS,No,TORONTO HOUSING COMPANY,Not Underutilized
1115,001146,2020,CHEVROLET,SPARK LS,No,TORONTO HOUSING COMPANY,Not Underutilized
1116,001147,2020,CHEVROLET,SPARK LS,No,TORONTO HOUSING COMPANY,Underutilized
1117,001148,2020,CHEVROLET,SPARK LS,No,TORONTO HOUSING COMPANY,Not Underutilized
1118,003228,2014,FORD,FUSION HYBRI,No,TORONTO HOUSING COMPANY,Not Underutilized
1119,005001,2019,FORD,UTILITY (SUV),No,TORONTO HOUSING COMPANY,Not Underutilized
1120,005002,2019,FORD,UTILITY (SUV),No,TORONTO HOUSING COMPANY,Not Underutilized
1121,005003,2019,FORD,UTILITY (SUV),No,TORONTO HOUSING COMPANY,Not Underutilized
1122,005005,2019,FORD,UTILITY (SUV),No,TORONTO HOUSING COMPANY,Not Underutilized
1123,005006,2019,FORD,UTILITY (SUV),No,TORONTO HOUSING COMPANY,Not Underutilized
1124,005007,2019,FORD,UTILITY (SUV),No,TORONTO HOUSING COMPANY,Not Underutilized
1125,005008,2019,FORD,UTILITY (SUV),No,TORONTO HOUSING COMPANY,Not Underutilized
1126,005009,2019,FORD,UTILITY (SUV),No,TORONTO HOUSING COMPANY,Not Underutilized
1127,005012,2021,FORD,INTERCEPTOR UTILITY,Yes,TORONTO HOUSING COMPANY,Not Underutilized
1128,005013,2021,FORD,INTERCEPTOR UTILITY,Yes,TORONTO HOUSING COMPANY,Not Underutilized
